 0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00
 0.1464888467886403E-08    0.6205111988866642E-15    0.8178656860966576E-19
 0.3004883373589934E-08    0.2173956580447916E-14    0.2262805193101661E-18
 0.4623835506522379E-08    0.5172798848266916E-14    0.5699170738645934E-20
 0.6325793090290573E-08    0.9677787829847707E-14   -0.3632539787181931E-19
 0.8115011905364052E-08    0.1592685892444784E-13   -0.1432412122759507E-18
 0.9995965930742960E-08    0.2416549304448985E-13   -0.2833444857659250E-18
 0.1197335853123594E-07    0.3467165471233620E-13   -0.5093816457579139E-18
 0.1405213421832203E-07    0.4775560105687565E-13   -0.8218606993638328E-18
 0.1623749101400485E-07    0.6376395330389085E-13   -0.1282632279556629E-17
 0.1853489344857512E-07    0.8308365380055192E-13   -0.1903519600113200E-17
 0.2095008622478276E-07    0.1061464103135356E-12   -0.2757551621508030E-17
 0.2348910858258601E-07    0.1334336120526157E-12   -0.3883633836497147E-17
 0.2615830940039708E-07    0.1654817741681167E-12   -0.5368790818612617E-17
 0.2896436307058510E-07    0.2028885658981552E-12   -0.7286759829699937E-17
 0.3191428618893363E-07    0.2463194845910613E-12   -0.9750516740422874E-17
 0.3501545509978486E-07    0.2965152440493293E-12   -0.1287717301293929E-16
 0.3827562434074268E-07    0.3542999529785455E-12   -0.1682089917681692E-16
 0.4170294603305579E-07    0.4205901673028562E-12   -0.2175579342431042E-16
 0.4530599026616714E-07    0.4964049089563146E-12   -0.2789681013919128E-16
 0.4909376652740141E-07    0.5828767535316447E-12   -0.3549483769374427E-16
 0.5307574623037623E-07    0.6812640999806744E-12   -0.4485166463746711E-16
 0.5726188639846966E-07    0.7929647474967111E-12   -0.5632314581617130E-16
 0.6166265456256494E-07    0.9195309179179792E-12   -0.7033278523997603E-16
 0.6628905493533010E-07    0.1062685876580584E-11   -0.8738089480281162E-16
 0.7115265592748138E-07    0.1224342320680475E-11   -0.1080598994101341E-15
 0.7626561907483577E-07    0.1406622722032791E-11   -0.1330691490601707E-15
 0.8164072944848522E-07    0.1611881830822854E-11   -0.1632343093304452E-15
 0.8729142762413383E-07    0.1842731568724236E-11   -0.1995286650735922E-15
 0.9323184329053795E-07    0.2102068563834768E-11   -0.2430989117494862E-15
 0.9947683058108790E-07    0.2393104606490187E-11   -0.2952947082998289E-15
 0.1060420052168787E-06    0.2719400334426922E-11   -0.3577035708410551E-15
 0.1129437835541465E-06    0.3084902488272789E-11   -0.4321913737224585E-15
 0.1201994236337104E-06    0.3493985114273900E-11   -0.5209497864839532E-15
 0.1278270683350633E-06    0.3951495130878329E-11   -0.6265515347298827E-15
 0.1358457907430214E-06    0.4462802719688679E-11   -0.7520149435218920E-15
 0.1442756418403704E-06    0.5033857049808176E-11   -0.9008791884300941E-15
 0.1531377006457672E-06    0.5671247898222203E-11   -0.1077292086503537E-14
 0.1624541269222654E-06    0.6382273788119256E-11   -0.1286112449663731E-14
 0.1722482165882662E-06    0.7175017332552690E-11   -0.1533029423100430E-14
 0.1825444599694479E-06    0.8058428543236065E-11   -0.1824701584036209E-14
 0.1933686030373371E-06    0.9042416944274100E-11   -0.2168919057287681E-14
 0.2047477117876480E-06    0.1013795341906009E-10   -0.2574792418836332E-14
 0.2167102399193693E-06    0.1135718281630461E-10   -0.3052972785405297E-14
 0.2292860999838330E-06    0.1271354844917868E-10   -0.3615908199103299E-14
 0.2425067381816732E-06    0.1422192974093868E-10   -0.4278142254092385E-14
 0.2564052129947074E-06    0.1589879440234487E-10   -0.5056661879538545E-14
 0.2710162778493604E-06    0.1776236667201502E-10   -0.5971302322002390E-14
 0.2863764680183328E-06    0.1983281331202393E-10   -0.7045218680257162E-14
 0.3025241919778125E-06    0.2213244922918823E-10   -0.8305434869911865E-14
 0.3194998274486721E-06    0.2468596478934291E-10   -0.9783482666350011E-14
 0.3373458223618025E-06    0.2752067710949527E-10   -0.1151614553405406E-13
 0.3561068010000500E-06    0.3066680785320770E-10   -0.1354632434414165E-13
 0.3758296755821676E-06    0.3415779032032835E-10   -0.1592404486474460E-13
 0.3965637635677972E-06    0.3803060891590483E-10   -0.1870763014342579E-13
 0.4183609109768069E-06    0.4232617440773774E-10   -0.2196506466066056E-13
 0.4412756220313464E-06    0.4708973874078957E-10   -0.2577558150353423E-13
 0.4653651954447920E-06    0.5237135357316664E-10   -0.3023150888827213E-13
 0.4906898676983756E-06    0.5822637713659103E-10   -0.3544041826395735E-13
 0.5173129636637640E-06    0.6471603450857372E-10   -0.4152762309145796E-13
 0.5453010549482219E-06    0.7190803691872236E-10   -0.4863908536641255E-13
 0.5747241263583063E-06    0.7987726630313658E-10   -0.5694479622352681E-13
 0.6056557508983357E-06    0.8870653197455950E-10   -0.6664270773101146E-13
 0.6381732737412239E-06    0.9848740699842877E-10   -0.7796330550230401E-13
 0.6723580056316995E-06    0.1093211526634041E-09   -0.9117492630022993E-13
 0.7082954262055200E-06    0.1213197403173491E-09   -0.1065899417152573E-12
 0.7460753977330867E-06    0.1346069808149241E-09   -0.1245719486464790E-12
 0.7857923898219268E-06    0.1493197729006499E-09   -0.1455441301452218E-12
 0.8275457156399195E-06    0.1656094830423258E-09   -0.1699989767123610E-12
 0.8714397802499461E-06    0.1836434705458983E-09   -0.1985095889705506E-12
 0.9175843416769288E-06    0.2036067732374731E-09   -0.2317428184575993E-12
 0.9660947853600637E-06    0.2257039706056376E-09   -0.2704745449156276E-12
 0.1017092412676520E-05    0.2501612430737049E-09   -0.3156074368216701E-12
